date,conversation_id,kor_sent,eng_sent,qna_id
20190330,2,"네, 외부인은 출입증을 받으라고 해서 좀 당황했어요.","Yes, I was a little flurstered for the outsider to get the pass.",
20190330,3,요즘은 외부인 출입을 일일이 기록하는 아파트가 많아요.,"Nowadays, there are many apartments that records outsiders' admissions one by one.",
20190330,4,우리 아파트는 별로 신경 안 쓰던데 이 아파트는 단속을 철저히 하는 모양이네요.,My apartment does not care that much but this apartment seems to be thoroughly cracking down.,
20190330,5,"네, 주민들의 안전과 편의를 위해서 그렇게 한대요.","Yes, it is for the safety and convenience of the residents.",
20190330,6,그래도 방문객들은 좀 불편하겠어요.,"Still, it would be a little uncomfortable for visitors.",
20190401,1,중간시험이 일주일도 안 남았네. 시험공부는 많이 했어?,The midterm exam is in less than a week. Did you do study a lot for an exam?,
20190401,2,"아니, 오늘부터 하려고 해.","No, I am going to start today.",
20190401,3,그럼 수업 끝나고 같이 도서관에 갈래?,"Then after class, would you like to go to the library together?",
20190401,4,난 도서관보다 커피숍 같이 약간 소음이 있는 데서 공부하는 게 좋아.,"Rather than a libary, I like to study where there is ambient noise, like a coffee shop.",
20190401,5,난 주변 소음에 민감해서 시끄러운 곳에서는 집중이 잘 안 돼.,I am sensitive to ambient noise so I cannot concentrate well in noisy places.,
20190401,6,그럼 각자 공부하자. 난 집에서 공부하든지 커피숍에 가든지 해야겠다.,Then let's study individually. I am going to study at home or go to a coffee shop.,
20190402,1,왜 이렇게 표정이 안 좋아? 어디 아파?,Why does your facial expression not seem so good? Are you sick?,
20190402,2,속이 좀 쓰려. 어젯밤에 출출해서 떡볶이를 먹었거든.,I have a little heartburn. I was a slightly hungry last night so I ate Tteokbokki.,
20190402,3,네가 자주 먹는 매운 떡볶이 말이야? 매워서 난 한입도 못 먹겠더라.,Are you talking about the spicy Tteokbokki that you often eat? I can't even eat a bite because it's so spicy.,
20190402,4,위염이 있어서 먹으면 안 되는데 맛있어서 자꾸 먹게 돼.,I am not supposed to eat it because I have gastritis but it's so good so I keep eating it.,
20190402,5,그러다가 위염이 심해지겠다.,"By doing that, your gastritis will get worse.",
20190402,6,그래도 떡볶이를 안 먹을 수는 없어. 앞으로는 일주일에 한 번만 먹을까 봐.,"Still, I can't not eat Tteokbokki. I will only eat it once a week from now on.",
20190403,1,"유양 씨, 발표 잘했어요?","Ms. Yu Yang, did you present well?",
20190403,2,아니요. 잘 못했어요. 이번에도 교수님께 지적을 받았어요.,No. I did not do well. I got criticism from the professor this time again.,
20190403,3,왜요? 발표 연습을 많이 했잖아요.,Why? You practiced your presentation a lot.,
20190403,4,교수님께서 제 발표 태도가 안 좋다고 하셨어요. 저도 몰랐는데 제가 발표할 때마다 머리를 긁적거린대요.,The professor said my presentation manner was not good. I did not know but every time I present I scratch my head idly.,
20190403,5,유양 씨는 떨리고 긴장되면 그렇게 하나 봐요.,Ms. Yu Yang must do that when shaking and is nervous.,
20190403,6,"네, 평소에는 안 그러다가도 발표할 때는 왜 그런 행동을 하는지 모르겠어요.","Yes, I usually do not do it but I don't know why I act like that when I present.",
20190404,1,면접 준비는 잘돼 가?,Is preparing for your interview going well?,
20190404,2,"응, 예상 질문을 뽑아서 답변을 생각해 보는 중이었어.","Yes, I am picking expected questions and thinking about my reply.",
20190404,3,그렇구나. 그런데 손톱을 왜 이렇게 물어뜯어?,"I see. But, why bite off your nails like this?",
20190404,4,면접을 상상하니까 긴장돼서 그런 것 같아. 어렸을 때부터 그랬어.,I think it's because I'm imagining the interview so I'm nervous. I was like this since I was a child.,
20190404,5,한국 속담에 세 살 적 버릇이 여든까지 간다는 말이 있는데 네가 그 경우네.,There is a saying in the Korean proverb - that a three year old habit continues until you're eighty - you're just like that.,
20190404,6,엄마한테 혼난 적도 많지만 어디 쉽게 고칠 수가 있어야지.,There are many times I got scolded by my mom but it's not easily fixed.,
20190405,1,"오빠, 며칠 전부터 허리가 또 아파.","Brother, my back began started hurting since a few days ago.",
20190405,2,허리가 아프면 병원에 가야 하는 거 아니야?,"If your back hurts, don't you have to go to the hospital?",
20190405,3,모레까지 좀 견뎌 보다가 더 심해지면 가지 뭐.,"I am going to endure it for a little more until the day after tomorrow and if it gets more serious, I guess I will go.",
20190405,4,그런데 너 아직도 앉을 때 다리를 꼬고 앉아? 예전에도 그 습관 때문에 허리가 아팠었잖아.,"By the way, do you still sit with your legs crossed? Because of that habit, your back used to hurt.",
20190405,5,"응, 그때 의사 선생님에게 바른 자세로 앉으라는 말을 들었는데 잘 고쳐지지 않아.","Yeah, the doctor told me to sit in a upright posture, but, it's not easily fixed.",
20190405,6,의사 선생님의 충고를 듣고도 따르지 않으니 아파도 할 말이 없겠다.,"After hearing to the doctor's advice and not listening to it, there is nothing to say even if it hurts.",
20190406,1,오늘도 결석했어?,Were you absent again today?,
20190406,2,"응, 요새 아침에 도저히 못 일어나겠어. 지금도 잠이 안 깨.","Yeah, I'm not able to get up in the morning at all. Even now, I'm not fully awake.",
20190406,3,맨날 늦게 자니까 아침에 못 일어나지. 어제는 왜 늦게 잤어?,"Because you sleep so late all the time, You can't get up in the morning. Why did you sleep late yesterday?",
20190406,4,드라마가 재미있어서 처음부터 끝까지 한꺼번에 몰아서 봤거든.,It's because the drama was fun so I watched it from beginning to end all at once.,
20190406,5,아침에 일어나기 힘들면 아예 밤을 새운다거나 알람을 여러 개 맞춘다거나 해 봐.,"If it is hard to get up in the morning, try to stay up all night from the start or try to set several alarms.",
20190406,6,그러지 말고 아침마다 네가 전화해서 깨워 줄래?,"Instead of that, could you call me every morning and wake me up?",
20190408,1,아내가 복직하면 아기는 어디에 맡겨?,Who takes care of the baby when your wife gets reinstated?,
20190408,2,내가 육아 휴직을 하려고 해.,I am going to take a paternity leave.,
20190408,3,한국에서는 남자가 육아휴직을 하는 경우가 많지 않은데…. 그리고 승진도 늦어질거야.,"In Korea, there are not many men who often leave to take a paternity leave. Also, your promotion will be delayed.",
20190408,4,승진도 중요하지만 아이와 함께 하는 시간을 갖는 게 더 중요한 것 같아.,Promotion is important but I think it is more important to spend time with my child.,
20190408,5,쉽지 않은 결정이었을 텐데 대단하다.,"It is not an easy decision, you're incredible.",
20190408,6,아내도 직장 생활을 하는 만큼 내가 육아를 도울 수 있다면 적극 도와야지.,"As much as my wife has a job life, I should do as much infant care to actively help.",
20190409,1,양육 수당에 대해 문의할 것이 있는데요.,I have a question about child support.,
20190409,2,"네, 무엇이 궁금하세요?","Yes, what are you curious about?",
20190409,3,남편이 한국 국적이 아닌데 양육 수당 신청이 가능한가요?,"My husband is not a Korean citizen, can I apply for child support?",
20190409,4,"네, 부모님이 외국 국적이어도 아이가 한국 국적이면 신청이 가능합니다.","Yes, even though parents are foreign citizen, if the child is Korean then it is possible to apply it.",
20190409,5,그럼 홈페이지에서 제가 직접 신청해도 되지요?,"Then, can I apply it through homepage in Internet?",
20190409,6,부모님 중에 한 분이라도 한국 국적이 아니신 경우에는 주민 센터에 방문하셔야 합니다.,"Among parents if one of two couples is not Korean citizen, then you should go to Citizen Center.",
20190410,1,"여보, 우리 아파트 1층에 있는 어린이집에서 자리가 생겼다고 연락이 왔어요.","Honey, I was contacted by the apartment's 1st floor daycare center saying that a space became available.",
20190410,2,거기는 대기자가 많다고 하지 않았어요?,Did you not say that there were so many waiting lists there?,
20190410,3,다문화가족에게는 입소 우선순위를 준대요. 그래서 생각보다 빨리 자리가 생겼어요.,"For multicultural families, they give priority to admission. So, I got a space sooner than I thought.",
20190410,4,동네 엄마들의 인터넷 카페에서 인기가 많은 어린이집이라면서요?,You said that it's a popular daycare center in the internet cafes of the local mothers?,
20190410,5,"네, 엄마들 말에 따르면 거기 선생님들이 아이들을 정말 잘 돌봐준대요.","Yes, according to the mothers, the teachers there take good care of the children.",
20190410,6,난 무엇보다 어린이집이 가까운 게 제일 마음에 들어요.,"More than anything, I like that the daycare center is nearby.",
20190411,1,"선생님, 저희 아이가 요즘 유치원에서 어떻게 지내나요?","Teacher, how is my child doing in kindergarden these days?",
20190411,2,활발하게 움직이는 체육 활동도 좋아하지만 조용히 앉아서 그림 그리는 것을 더 좋아해요.,"He likes to do active physical education activites, but, prefers more to sit quietly and draw.",
20190411,3,우리 아이는 남자아이치고는 조용한 편이에요.,My child is quiet for a boy.,
20190411,4,그래도 유치원에서 여러 친구들과 어울릴 때 보면 활발한 편이에요.,"Still if I see how he hangs out with a lot of friends in kindergarten, he is more on the active side.",
20190411,5,친구들과 자주 싸우지는 않아요?,He doesn't fight often with friends?,
20190411,6,"네, 배려심이 많아서 교우 관계도 참 좋아요.","Yes, he is very considerate so he has good peer relations.",
20190412,1,"여보, 애가 우는데 그냥 가면 어떡해요?","Honey, how can you just go when our child is crying?",
20190412,2,울 때마다 장난감을 사 줄 순 없어요. 적당히 무시할 때도 있어야 해요.,We can't get him a toy everytime he cries. You have to moderately ignore him sometimes.,
20190412,3,아이가 우니까 다른 사람들이 쳐다보잖아요.,Other people are staring because our child is crying.,
20190412,4,그래도 아이가 고집을 부리면서 우는 건 고쳐야 해요.,"Still, we need to fix our child being unreasonable stubborn and crying.",
20190412,5,마트에서 그렇게 우는 걸 내버려 두면 다른 사람들에게도 실례예요.,"If you let him cry at the mart, it's a discourtesy to others.",
20190412,6,그렇게 아이 말을 다 들어주다가는 아이 버릇만 나빠져요.,"If you just keep listening to the child, the child's habits will become worse.",
20190413,1,요즘 영어를 배우는 아이들이 많다던데 우리 아이에게도 영어를 가르칠까요?,"Nowadays, there are many children who are learning English. Should I teach English to my child, too?",
20190413,2,유치원에 다니는 아이에게 영어 교육은 너무 이르지 않아요?,Is it not too early for a kindergarten to have an English education?,
20190413,3,나는 영어를 빨리 배우면 그만큼 효과도 좋을 거라고 생각해요.,I think that learning English quickily will be more effective.,
20190413,4,하지만 오히려 아이에게 스트레스를 줄 수도 있어요.,"However, it can become stressful for your child.",
20190413,5,주위에 영어를 배우는 아이들이 많다니까 자꾸 조바심이 생겨요.,I am getting anxious because all the children surrounding me are learning English.,
20190413,6,난 아이가 무엇을 원하는지 물어보고 결정해도 늦지 않다고 생각해요.,"Even if I ask my child what he wants and have him decide, it won't be late.",
20190415,1,출근 첫날이라서 그런지 긴장이 돼요. 어제 잠도 제대로 못 잤어요.,"Maybe because it is the first day of work, I feel tense. I also did not sleep properly yesterday.",
20190415,2,저도 마찬가지예요. 긴장을 너무 하는 바람에 사원증을 놓고 와서 집에 다시 갔다가 왔어요.,"I am the same. Because I was so nervous, I left my employee card and had to go home again to get it.",
20190415,3,조금 있으면 다들 출근하실 텐데 모두에게 인사를 해야 할까요?,"In a little bit, everyone will come to work, should I go and greet everyone?",
20190415,4,제가 선배님들에게 들었는데 일단 우리 부서 상사들에게만 인사를 하면 된대요.,I heard from the seniors that we only need to greet our department bosses.,
20190415,5,어! 저기 과장님이 들어오시네요.,Uh! The section chief is coming in.,
20190415,6,앉아서 인사하면 예의 없다고 생각하실 테니까 우리 일어서서 인사합시다.,"If we sit down and greet him, he will think we have no etiquette, so let's stand up and greet him.",
20190416,1,"흐엉 씨, 프레젠테이션 자료는 다 준비했어요?","Miss Huong, did you prepare all the presentation materials?",
20190416,2,"네, 여기 있어요. 그동안 조사했던 통계 자료를 다 반영하느라고 시간이 좀 걸렸어요.","Yes, here it is. It took some time to reflect on all of the statistical data we have surveyed.",
20190416,3,"한번 볼까요? 음, 이렇게 만들어서야 어디 사업 계획서가 통과될 수 있겠어요?","Should I take a look? Well, if you make it like this, how can our business plan be passed?",
20190416,4,만들기 전에 선배님들의 조언을 많이 들었는데요.,"Before making it, I heard a lot of advice from the seniors.",
20190416,5,그래도 이건 너무 산만해 보여요. 제가 전에 만든 것을 보여 줄 테니까 참고하세요.,But this seems a little unfocused. I will show you what I made before so use it for reference.,
20190416,6,"네, 그러면 참고해서 수정해 보겠습니다.","Yes, then I will reference it and try to modify it.",
20190417,1,우리 부장님은 어떤 분이세요? 제 생각에는 너무 무뚝뚝하신 것 같은데요.,"What kind of person is our general manager? In my opinion, I think he is too abrupt.",
20190417,2,저도 처음에는 그렇게 생각했는데 지금은 같이 차 한잔 마시면서 편하게 이야기도 해요.,"At first, I thought so too, but now we can have a cup of tea and even have a comfortable conversation.",
20190417,3,정말요? 저는 저번에 인사했는데 그냥 지나가셔서 좀 민망했어요.,"Really? I greeted him last time, but he just passed me and I was a bit embarrassed.",
20190417,4,아마 바쁘셔서 인사하는 것을 못 보셨을 거예요.,He probably didn't see you greet him because he was busy.,
20190417,5,그러면 다행이고요. 저는 언제쯤 부장님과 편하게 이야기 할 수 있을까요?,Then that's a relief. When will I be able to talk with the general manager comfortably?,
20190417,6,시간이 해결해 주는 법이에요. 걱정하지 마세요.,Time is the way to solve it. Please do not worry.,
20190418,1,오늘 7시에 회사 앞 일식집에서 회식한다고 하던데 같이 갈 거지요?,"Today at 7 o'clock, we are going to have the company dinner at the Japanese restaurant in front of the company.",
20190418,2,회식이 오늘이었어요? 저는 다음 주인줄 알고 약속을 잡았는데요.,The company dinner was today? I thought it was next week and made an appointment.,
20190418,3,다음 주였다가 바뀌었어요. 팀장님이 다음 주에 갑자기 중요한 일이 생기셨대요.,It was next week then it changed. The team leader sudddenly had something important come up next week.,
20190418,4,그런 게 어딨어요? 바뀌었으면 미리 말을 해 줬어야지요.,"How can he be like that? If something changed, he should have told us beforehand.",
20190418,5,회사 생활을 하다가 보면 이런 일이 있게 마련이에요. 저도 중요한 약속 취소했어요.,This is what happens while you live the company lifestyle. I also cancelled an important appointment.,
20190418,6,팀장님 일정에 우리 모두가 맞추는 것은 정말 불합리한 것 같아요.,I think it's really irrational for us to fit into the team leader's schedule.,
20190419,1,아침부터 저녁까지 외근을 했더니 너무 피곤해요. 다른 부서도 이렇게 힘들까요?,I worked outside the office from morning to evening so I am very tired. Are other departments difficult like this?,
20190419,2,우리 회사는 특히 영업부가 제일 여유 시간이 없고 힘들대요.,The sales department of our company has an especially hard time because it has no time to spare.,
20190419,3,일을 빨리 배울 수 있다기에 영업부에 지원을 했는데 좀 후회가 돼요.,"I was able to learn things quickly, so I was placed into the sales department but I am beginning to regret it a little.",
20190419,4,그래도 부서 선배님들에게 칭찬을 많이 들으시잖아요.,"Still, you hear a lot of encouragements from the department seniors.",
20190419,5,글쎄요. 그건 그냥 격려해 주시는 게 아닐까요?,I'm not sure. Would that not just be just encouragements?,
20190419,6,아니에요. 다른 부서에서도 일을 잘하신다고 칭찬이 자자해요.,No. Other departments give a wide-spread praise that you are doing your work well.,
20190420,1,미국에서 파견 근무를 하고 오신 이 대리님 아시지요?,"Do you know this assistant manager Lee, who came to do his dispatch work, in the United States?",
20190420,2,"네, 해외영업부에서 일하시는 분이시잖아요.","Yes, he works in an overseas sales department.",
20190420,3,출장 다녀오신지 1주일밖에 안 되는데 이번에 또 출장을 가신대요.,It's only been 1 week since he's been on a business trip but he's going again.,
20190420,4,그래요? 이 대리님은 업무 능력이 뛰어나신지 해외 출장을 자주 가시는 것 같아요.,Really? Assistance manager Lee must be skilled in business because he often goes abroad for business trips.,
20190420,5,인사부에 있는 동기한테 들었는데 중국어하고 베트남어도 잘하신대요.,"I heard from a coworker in the Human Resources department that he is good at Chinese and Vietnamese,too.",
20190420,6,아! 그래요? 정말 대단하시네요.,Ah! Really? That's truly amazing.,
20190422,1,"경찰관님, 외국인등록증 분실 신고하러 왔는데요.","Officer, I'm here to report the loss of my alien registration card.",
20190422,2,언제 잃어버리셨어요? 분실한 지 14일이 지나면 안 되거든요.,When did you lose it? It shouldn't be more than 14 days since you lost it.,
20190422,3,지난주 수요일에 업무차 거래처에 가는 길에 잃어버린 것 같아요.,I think I lost it on my way to visit my client for business last Wednesday.,
20190422,4,그럼 먼저 이 분실 신고서부터 작성해 주세요.,"Then, please fill out this lost report, first.",
20190422,5,외국인등록증은 어떻게 재발급을 받을 수 있을까요?,How can I get a alien registration card reissued?,
20190422,6,재발급은 분실 신고 접수증하고 여권을 가지고 출입국 관리 사무소에 가서 신청하셔야 합니다.,You have to apply for a reissuance at the immigration office with your declaration card and passport.,
20190423,1,"네, 긴급 신고 112입니다.","Hello, this is 112.",
20190423,2,"여보세요, 우리 집에 도둑이 든 것 같아요. 휴가를 갔다가 와 보니까 집이 엉망이 되어 있네요.","Hello, I think there was a burglar broke into my house. I came back from my vacation and my house is in a mess.",
20190423,3,다친 분은 없으십니까? 없어진 물건은 확인하셨습니까?,Is anyone hurt? Have you checked the missing items?,
20190423,4,"다친 사람은 없는데 집에 있던 현금이랑 반지, 귀걸이가 모두 없어졌어요.","No one got hurt, but all the cash, rings and earrings are missing from the house.",
20190423,5,정확한 주소를 말씀해 주세요. 담당 지구 경찰관이 바로 출동하겠습니다.,Please tell me the exact address. The police officer in charge of the district will be on the move right away.,
20190423,6,여기는 서울시 미래구 국제동 행복 아파트 121동 2204호입니다. 빨리 와 주세요.,"This is Happy Apartment 121-2204 in International-Dong, Mirae-gu, Seoul. Please come quickly.",
20190424,1,외국인 체류지 변경 신고를 하러 왔는데요. 여기 신고서입니다.,I'm here to report the change of residence for foreigners. Here's my report.,
20190424,2,"외국인등록증이랑 여권, 주택 임대차 계약서도 함께 주세요.","Please also give me your alien registration card, passport and house lease contract.",
20190424,3,이사를 한 달 전에 하셨네요. 새로운 주소지로 전입한 날로부터 14일 안에 신고하셔야 해요.,You moved in a month ago. You should report it within 14 days after trasnferring to the new address.,
20190424,4,그때는 신경 쓸 일이 많았던 탓에 신고하는 것을 잊어버렸어요.,I forgot to report it because I had a lot of things to worry about at that time.,
20190424,5,이 경우에는 주민 센터에서 신고할 수 없고 출입국 관리 사무소에 직접 가셔야 합니다.,You cannot report it at the community center in this case and must visit the immigration office in person.,
20190424,6,그렇습니까? 그럼 가까운 출입국 관리 사무소를 알려 주십시오.,Is that so? Then please tell me the nearest immigration office.,
20190425,1,"여보, 제가 알아봤는데 구청에 혼인 신고하러 가기 전에 당신은 대사관에 먼저 다녀와야 한대요.","Honey, I checked and they said you should go to the embassy first before you visit the district office to register your marriage.",
20190425,2,대사관에는 무슨 일로 가야 하는데요?,For what do I have to go to the embassy?,
20190425,3,혼인 요건 증명서를 발급받아야 해요. 당신이 현재 미혼임을 증명해 주는 서류래요.,You need to get the certificate of marriage requirements. It's a document that proves you're single at the moment.,
20190425,4,그 서류를 대사관에서 발급받을 수 있어요?,Is the embassy where I can get the documents?,
20190425,5,"네, 한국어로 번역해서 공증을 받아야 한대요.","Yes, you need to translate it into Korean and get it notarized.",
20190425,6,신분증과 혼인 신고서만 있으면 되는 줄 알았는데 절차가 복잡하군요.,"I thought it would be just fine with an identification card and a marriage certificate, but the procedure seems complicated.",
20190426,1,죠? 서울역 3번 출구 근처에 있는 여자 화장실인데 사람이 쓰러져 있어요. 의식도 없고 숨도 안 쉬어요.,119? Here's a woman down at ladeis' room near Exit 4 of Seoul Station. She's unconscious and she doesn't breathe.,
20190426,2,주위에 심폐소생술을 할 줄 아는 사람이 있는지 찾아보세요.,Find out if anyone knows how to do CPR around you.,
20190426,3,화장실에 저밖에 없어요. 어떻게 해요?,I'm the only one in the room. What should I do?,
20190426,4,그럼 제가 지금부터 말씀드리는 대로 따라 해 주세요. 가슴 한가운데를 강하고 빠르게 누르세요.,Then please follow as I say. Press hard and fast in the middle of her chest.,
20190426,5,그냥 손으로 누르면 되나요?,Do I just press it with my hand?,
20190426,6,양손을 깍지 낀 상태로 손바닥의 아랫부분만을 이용해서 누르시면 됩니다.,You may press it with only the lower part of your palm with both hands clasped.,
20190427,1,지하철에서 지갑을 발견해서 가지고 왔어요.,I brought a wallet that I found on the subway.,
20190427,2,열차 번호가 몇 번인지 기억하세요?,Do you remember the number of the subway?,
20190427,3,번호는 잘 모르겠는데 조금 전에 서울역 쪽으로 가는 지하철 두 번째 칸에 탔어요.,"I'm not sure with the number, but I got on the second train of the subway to Seoul Station a moment ago.",
20190427,4,아직 분실 신고가 들어온 게 없어요. 지갑을 주고 가시면 저희가 분실물 센터로 보내겠습니다.,"I got no report of loss yet. If you give us the wallet, we'll send it to the Lost and Found Center.",
20190427,5,"아, 역무실로 올 게 아니라 분실물 센터로 가야 했군요.","Oh, I had to go to the Lost and Found Center, not coming here to the station office.",
20190427,6,아니에요. 다음에도 분실물을 습득하시면 여기로 가져다주세요.,"No, please bring them here again if you get lost items.",
20190429,1,어제 야구장에 다녀왔지? 어땠어?,Heard you went to a baseball game yesterday. How was it?,
20190429,2,내가 응원하는 팀이 이겼어. 그리고 팀마다 응원가가 있고 관중들이 한목소리로 응원가를 부르는 모습이 인상적이었어.,"The team I'm cheering for won. Moreover, each team has its cheer song, and the way the audience sang the cheer song in one voice was impressive.",
20190429,3,스트레스가 확 풀렸겠다.,Your stress must have been relieved a lot.,
20190429,4,그런데 나는 응원가를 모르니까 따라 부르지 못해서 아쉬웠어.,"However, it was too bad that I could not sing along because I didn't know the cheering song.",
20190429,5,나한테 얘기하지 그랬어? 미리 얘기했으면 내가 알려줬을 텐데.,"Why didn't you tell me? If you'd told be beforehand, I'd have taught you. ",
20190429,6,그래. 다음에 야구장에 갈 때는 유니폼도 입고 응원가도 연습해서 갈 거야.,"Yeah. Next time I go to the baseball stadium, I will wear a uniform and practice the cheering song before I go.",
20190430,1,일요일 아침부터 어디에 갔다왔어?,"It’s Sunday morning, where have you been so early?",
20190430,2,축구하고 왔어. 아침에 운동했더니 아주 상쾌하다.,I played soccer. It's very refreshing to do exercisize in the morning. ,
20190430,3,오늘 일요일이잖아. 휴일에 늦잠 안 자고 아침부터 축구를 했단 말이야?,It's Sunday today. You played soccer in the morning instead of sleeping late on the holidays?,
20190430,4,"응, 운동도 할 겸 친목도 다질 겸 조기 축구회에 나가고 있어.","Yes, I go to a morning soccer club to excersize and to build a friendship.",
20190430,5,조기 축구회? 그건 축구 잘하는 사람들의 모임이야?,A morning soccer club? Is that a club for people who are good at soccer?,
20190430,6,"아니, 축구를 좋아하기만 하면 돼. 보통 주말 아침에 모이는데 20대부터 60대까지 회원들의 연령대도 다양해.","No, you just have to love playing soccer. Usually, we get together on the weekend morning, and members' age group varies from 20s to 60s. ",
20190501,1,"선생님, 저는 스노보드를 탈 때 자꾸 넘어져요.","Sir, I keep falling down when I do snowboarding. ",
20190501,2,그럴 때는 상체를 똑바로 세우고 무릎과 발목을 조금 더 구부리세요.,"When you do, straighten your upper body and bend your knees and ankles a little more.",
20190501,3,속도가 빨라지니까 자세도 불안정해지는 것 같아요.,I think my posture also gets unstable because I'm speeding up.,
20190501,4,아직 무게 중심이 높으니까 자세가 불안정해지는 건데요. 지금보다 엉덩이를 더 낮춰야 해요.,Your posture gets unstable because the center of gravity is still high. You have to lower your hips more than now.,
20190501,5,시선은 먼 곳에 두고 자세를 더 낮추라는 말씀이시죠?,You mean I should keep my eyes far away and lower my posture?,
20190501,6,"네, 안 그러면 넘어져서 크게 다치는 수가 있어요.","Yes, if you don't, you might fall down and get hurt badly. ",
20190502,1,안녕하십니까? 오늘은 낚시왕 박준호 씨와 이야기를 나누도록 하겠습니다. 어떻게 낚시를 시작하게 되셨습니까?,"Hello everyone, today, we will have a talk with Park, Jun-ho, the fishing king. How did you get to start fishing?",
20190502,2,아버지를 따라서 낚시를 다니다가 보니까 흥미가 생겨서 낚시를 좋아하게 됐습니다.,I became fond of fishing after I went fishing with my father for several times.,
20190502,3,낚시를 하시면서 가장 기억에 남는 순간은 언제인지 궁금합니다.,I wonder what was the most memorable moment while you go fishing.,
20190502,4,뭐니 뭐니 해도 처음 물고기가 잡혔을 때의 짜릿한 손맛을 잊을 수가 없어요.,"After all, I can't forget the thrill I felt through my hand when I caught a fish for the first time.",
20190502,5,낚시의 매력은 뭐라고 생각하십니까?,What do you think is the charm of fishing?,
20190502,6,남들과 경쟁하지 않고 혼자만의 시간을 즐기는 것이라고 생각합니다.,I think enjoying your time alone without competing with others is the charm of fishing.,
20190503,1,"김 대리, 지난주에 휴가 내고 스쿠버 다이빙하러 다녀왔다면서? 꽤 자주 간다.",Mrs. Kim. I heard you took a day off to go scuva diving. You do it quite often.,
20190503,2,"응, 한 달에 두 번 정도 가니까 자주 가는 셈이지.","Yes, I go twice a month, so you can say it's quite often.",
20190503,3,스쿠버 다이빙은 자격증이 있어야만 할 수 있어?,Can someone go scuva diving only if he has a license?,
20190503,4,"아니, 기초 교육을 받으면 초보자도 체험해 볼 수 있어.","No, if you get a basic education, even beginners can experience it.",
20190503,5,수영을 못 하는 사람도 할 수 있을까?,"Can people who are not capable of swimming do it, too?",
20190503,6,"그럼, 물 공포증이 없고 호흡만 여유롭게 한다면 문제없어.","Sure, there is no problem if you have no water phobia and can breath relaxed.",
20190504,1,한국 프로게이머들은 실력이 참 뛰어나더라.,Korean professional gamers were really outstanding.,
20190504,2,맞아. 이번 국제대회에서도 한국 선수들이 상을 휩쓸다시피 했잖아.,Right. Korean players almost swept the prize in this international competition.,
20190504,3,그래서인지 요즘 이스포츠(e-sports)가 큰 인기를 누리고 있는 것 같아.,Maybe that's why e-sports is really popular these days.,
20190504,4,"경기가 열리면 관중들로 붐비고, 실시간으로 중계되는 방송은 접속자가 넘쳐 난대.","I heard that it is always crowded when a game is held, and the live broadcasts are full of viewers.",
20190504,5,온라인 게임에 대한 사람들의 인식이 많이 바뀐 거겠지?,"It's because people's perspection about online games has changed, right?",
20190504,6,"응, 게임은 더 이상 취미가 아니라 일종의 스포츠 경기라고 볼 수 있어.","Yes, games can be seen as a kind of sports game, not a hobby anymore.",
20190506,1,다누리콜센터입니다. 무엇을 도와 드릴까요?,This is Danuri call center. What can I help you with?,
20190506,2,저는 한국 사람하고 결혼한 외국인인데 선생님이 집으로 방문하는 한국어 교육 프로그램이 있다지요?,I'm a foreigner got married with a Korean. I heard there is a Korean language education program that the teacher visits my home.,
20190506,3,"네, 결혼 이민자를 대상으로 그런 프로그램이 있습니다. 임신이나 출산, 장애 등으로 외출이 불편하신 경우 신청하실 수 있습니다.","Yes, there is such a program for married immigrants. You can apply if you feel uncomfortable leaving your house due to pregnancy, childbirth, or disability.",
20190506,4,제가 임신 초기라 외출하기가 조심스러운데 저도 신청할 수 있어요?,"I'm a little cautious leaving my house because I'm in the early stage of pregnancy, can I apply, too?",
20190506,5,"네, 다문화가족지원센터에 전화로 신청하시면 됩니다.","Yes, you can apply to the multicultural family support center by phone.",
20190506,6,거기 전화번호 좀 가르쳐 주시겠어요?,Can you give me the number?,
20190507,1,수정이가 예전에는 낯을 가리더니 요즘 많이 밝아졌네요.,"Su-jeong used to be shy of strangers before, but she's gotten a lot brighter these days.",
20190507,2,"네, 우리 딸이 지난달에 다문화가족지원센터에서 주최한 캠프에 다녀오더니 훨씬 명랑해졌어요.","Yes, my daughter went to a camp hosted by the multicultural family support center last month, and she got a lot more cheerful.",
20190507,3,다문화가족지원센터에 그런 프로그램도 있어요?,Is there such a program at the multicultural family support center?,
20190507,4,"네, 아이들을 위한 프로그램이 많아요. 이번에는 저도 아이랑 같이 컴퓨터도 배우고 직업 체험도 다녀왔어요.","Yes, there are many programs for children. This time, I learned how to use a computer with my child and then went for a job experience.",
20190507,5,좋으셨겠어요. 우리 아이는 과학에 흥미를 보이던데 과학 프로그램도 있을까요?,"You must have liked it. My kid is interested in science. Is there a science program, too?",
20190507,6,그럼요. 과학이나 역사 교육 프로그램도 있어요.,Of course. There are also science and history education programs. ,
20190508,1,무지개청소년센터입니다. 무엇을 도와 드릴까요?,This is Rainbow Youth Center. What can I help?,
20190508,2,"우리 아이가 학교 생활을 힘들어해요. 초등학생 때는 자주 1, 2등도 하곤 했는데 중학생이 되면서 성적이 많이 떨어졌어요.","My child is having a hard time at school. When she was an elementary school student, she used to rank the first and second, but her grades dropped a lot as she became a middle school student.",
